cct,nombre,
07DCC1081S,GUILLERMO PRIETO,
07DCC1082R,MELCHOR OCAMPO,
07DCC1083Q,NETZAHUALCOYOTL,
07DCC1084P,JOSEFA ORTIZ DE DOMINGUEZ,
07DCC1089K,IGNACIO JOSE DE ALLENDE Y UNZAGA,
07DCC1090Z,VICENTE GUERRERO,
07DCC1091Z,SOR JUANA INES DE LA CRUZ,
07DCC1093X,21 DE MARZO,
07DCC1096U,VALENTIN GOMEZ FARIAS,
07DCC1097T,GUADALUPE VICTORIA,
07DCC1098S,ROSARIO CASTELLANOS FIGUEROA,
07DCC1099R,JUSTO SIERRA MENDEZ,
07DCC1100Q,BENITO JUAREZ GARCIA,
07DCC1101P,JOSE MARIA MORELOS Y PAVON,
07DCC1104M,JOSEFA ORTIZ DE DOMINGUEZ,
07DCC1108I,JOSEFA ORTIZ DE DOMINGUEZ,
07DCC1109H,EMILIANO ZAPATA SALAZAR,
07DCC1111W,ROSARIO CASTELLANOS FIGUEROA,
07DCC1112V,JUAN ESCUTIA,
07DCC1114T,FRANCISCO MARQUEZ,
07DCC1118P,LA PATRIA Y LA LIBERTAD,
07DCC1119O,MI BANDERA,
07DCC1120D,FRANCISCO GONZALEZ BOCANEGRA,
07DCC1121C,LEONA VICARIO,
07DCC1122B,MELCHOR OCAMPO,
07DCC1123A,JUAN GUTENBERG,
07DCC1125Z,NICOLAS BRAVO,
07DCC1126Y,GUADALUPE VICTORIA,
07DCC1128W,ADOLFO LOPEZ MATEOS,
07DCC1135F,JUSTO SIERRA MENDEZ,
07DCC1136E,JAIME NUNO ROCA,
07DCC1137D,JOSEFA ORTIZ DE DOMINGUEZ,
07DCC1138C,EMILIANO ZAPATA SALAZAR,
07DCC1139B,IGNACIO ZARAGOZA,
07DCC1140R,MARIO PEREZ RIVERA,
07DCC1143O,NACIONES UNIDAS,
07DCC1146L,SOR JUANA INES DE LA CRUZ,
07DCC1149I,IGNACIO JOSE DE ALLENDE Y UNZAGA,
07DCC1153V,FELIPE CARRILLO PUERTO,
07DCC1156S,JOSEFA ORTIZ DE DOMINGUEZ,
07DCC1157R,ADOLFO LOPEZ MATEOS,
07DCC1160E,FERNANDO MONTES DE OCA,
07DCC1162C,EMILIANO ZAPATA SALAZAR,
07DCC1163B,NICOLAS BRAVO,
07DCC1164A,FERNANDO MONTES DE OCA,
07DCC1165Z,JOSE MARIANO ABASOLO,
07DCC1169W,CUAUHTEMOC,
07DCC1170L,JUAN SABINES GUTIERREZ,
07DCC1171K,ROSARIO CASTELLANOS FIGUEROA,
07DCC1175G,GABRIELA MISTRAL,
07DCC1178D,ANGELA PERALTA,
07DCC1181R,VICENTE GUERRERO,
07DCC1182Q,VICENTE GUERRERO,
07DCC1183P,JUAN PABLO GALEANA,
07DCC1185N,AGUSTIN MELGAR,
07DCC1186M,ENRIQUE REBSAMEN,
07DCC1187L,LUIS DONALDO COLOSIO MURRIETA,
07DCC1189J,GUADALUPE VICTORIA,
07DCC1190Z,VICENTE GUERRERO,
07DCC1192X,BELISARIO DOMINGUEZ PALENCIA,
07DCC1195U,ITZCOATL,
07DCC1196T,CUITLAHUAC,
07DCC1197S,GUADALUPE VICTORIA,
07DCC1198R,ALVARO OBREGON,
07DCC1200P,SOR JUANA INES DE LA CRUZ,
07DCC1202N,JOSE MARIA MORELOS Y PAVON,
07DCC1203M,PASCUAL OROZCO,
07DCC1204L,EMILIANO ZAPATA SALAZAR,
07DCC1206J,IGNACIO MANUEL ALTAMIRANO,
07DCC1207I,IGNACIO RAMIREZ CALZADA,
07DCC1208H,JOSEFA ORTIZ DE DOMINGUEZ,
07DCC1209G,AMADO NERVO,
07DCC1210W,SOR JUANA INES DE LA CRUZ,
07DCC1211V,AGUSTIN MELGAR,
07DCC1213T,VASCO DE QUIROGA,
07DCC1214S,IGNACIO MEJIA,
07DCC1215R,NAPOLEON III,
07DCC1216Q,JUAN RULFO,
07DCC1218O,SANTOS DEGOLLADO,
07DCC1220C,LAZARO CARDENAS DEL RIO,
07DCC1221B,IGNACIO ZARAGOZA,
