nombre
JUAN GUTENBERG
LAZARO CARDENAS DEL RIO
LA PATRIA Y LA LIBERTAD
PRIMARIA CONAFE
PREESCOLAR CONAFE
PRIMARIA CONAFE
PREESCOLAR CONAFE
SECUNDARIA COMUNITARIA
PRIMARIA CONAFE INDIGENA
PRIMARIA CONAFE
PREESCOLAR CONAFE
SECUNDARIA CONAFE INDÍGENA
JUAN ESCUTIA
PREESCOLAR CONAFE INDIGENA
JAIME SABINES GUTIERREZ
VICENTE GUERRERO
ADOLFO LOPEZ MATEOS
PREESCOLAR CONAFE INDIGENA
TELESECUNDARIA 688 BENITO JUAREZ GARCIA
PRIMARIA CONAFE INDIGENA
"TELESECUNDARIA  1020  SOR  JUANA  INES  DE  LA
CRUZ"
JUSTO SIERRA MENDEZ
PRIMARIA CONAFE INDIGENA
MARIANO ABASOLO
JUAN DE LA BARRERA
TELESECUNDARIA 731 JAIME TORRES BODET
PLAN DE AYALA
16 DE SEPTIEMBRE
CAMPANA DE DOLORES
"JARDIN   DE   NIÑOS   COMUNITARIO   FRANCISCO
SARABIA"
VICENTE GUERRERO
ROSARIO CASTELLANOS FIGUEROA
TELESECUNDARIA 261 VICENTE GUERRERO
ROSARIO CASTELLANOS FIGUEROA
PRIMARIA
PREESCOLAR COMUNITARIO
JARDIN DE NIÑOS COMUNITARIO
NIÑOS HÉROES
"JARDIN   DE   NIÑOS   COMUNITARIO   FRANCISCO
JAVIER MINA"
DR. BELISARIO DOMINGUEZ PALENCIA
PREESCOLAR CONAFE INDIGENA
JAIME SABINES GUTIERREZ
PRIMARIA COMUNITARIA VICENTE GUERRERO
PREESCOLAR CONAFE INDIGENA
"JARDIN  DE  NIÑOS  COMUNITARIO  SOR  JUANA
INES DE LA CRUZ"
PRIMARIA COMUNITARIA MELCHOR OCAMPO
NIÑOS HEROES
EL BENEMERITO
TELESECUNDARIA 827 20 DE NOVIEMBRE
JOSE PANTALEON DOMINGUEZ
PRIMARIA COMUNITARIA LEYES DE REFORMA
JARDIN DE NIÑOS COMUNITARIO 5 DE FEBRERO
EMILIO RABASA ESTEBANELL
ANGEL ALBINO CORZO
PREESCOLAR CONAFE INDIGENA
PREESCOLAR CONAFE INDIGENA
TELESECUNDARIA 564 IGNACIO ALLENDE
"JARDIN    DE    NIÑOS    COMUNITARIO    MIGUEL
ANGEL ASTURIAS"
CUAUHTEMOC
TELESECUNDARIA 826 GUADALUPE VICTORIA
JULIO DE LA FUENTE
"TELESECUNDARIA  617  JOSE  MARIA  MORELOS  Y
PAVON"
LA CORREGIDORA
"TELESECUNDARIA     824     JOSE     VASCONCELOS
CALDERON"
FRAY BARTOLOME DE LAS CASAS
MIGUEL HIDALGO Y COSTILLA
"JARDIN   DE    NIÑOS   COMUNITARIO   PLAN   DE
AYALA"
PRIMARIA CONAFE INDIGENA
"JARDIN   DE   NIÑOS   COMUNITARIO   SEBASTIAN
LERDO DE TEJADA"
PRIMARIA COMUNITARIA GUADALUPE VICTORIA
TELESECUNDARIA 825 13 DE FEBRERO
MANUEL LEANDRO
TELESECUNDARIA 1445 NIÑOS HEROES
LA CONSTITUCION
PRIMARIA CONAFE INDIGENA
PREESCOLAR CONAFE INDIGENA
"PRIMARIA  COMUNITARIA  FRANCISCO  LEON  DE
LA BARRA"
"JARDIN    DE    NIÑOS    COMUNITARIO    GABRIEL
GONZALEZ VIDELA"
PREESCOLAR CONAFE INDIGENA
"JARDIN    DE    NIÑOS    COMUNITARIO    JOSEFINA
GARCIA"
"TELESECUNDARIA    1186    MIGUEL    HIDALGO   Y
COSTILLA"
JUAN ESCUTIA
LAZARO CARDENAS DEL RIO
IGNACIO MANUEL ALTAMIRANO
DR. ALFONSO CASO
"JARDIN    DE    NIÑOS    COMUNITARIO   ROSAURA
ZAPATA CANO"
OCTAVIO PAZ LOZANO
PREESCOLAR CONAFE INDIGENA
FRANCISCO INDALECIO MADERO
TELESECUNDARIA 828 AQUILES SERDAN
TELESECUNDARIA 862 RICARDO FLORES MAGOS
HUEMAC
VENUSTIANO CARRANZA
PREESCOLAR CONAFE INDIGENA
JESUS REYES HEROLES
FRANCISCO VILLA
IGNACIO ALLENDE
JUSTO SIERRA MENDEZ
GUADALUPE VICTORIA
20 DE NOVIEMBRE
AQUILES SERDAN
GENERAL FRANCISCO VILLA
"JARDIN   DE   NIÑOS    COMUNITARIO   GABRIELA
MISTRAL"
"CENTRO DE ASISTENCIA INFANTIL COMUNITARIO
LA NUBE DE LOS SUEñOS"
"JARDIN           DE           NIÑOS           COMUNITARIO
RESTAURACION DE LA REPUBLICA"
LEONA VICARIO
TENOCHTITLAN
TELESECUNDARIA 242 NIÑOS HEROES
ROSAURA ZAPATA CANO
EL NIÑO ARTILLERO
PREESCOLAR CONAFE
ADOLFO LOPEZ MATEOS
FRANCISCO INDALECIO MADERO
PRIMARIA CONAFE
PREESCOLAR CONAFE
ANGEL ALBINO CORZO
FRANCISCO JAVIER MINA
AQUILES SERDAN
CRISTOBAL COLON
FRANCISCO DE PAULA SANTANDER
FRAY VICTOR MARIA FLORES
AGUAYO ALFREDO
JESUS FLORES MAGON
GUADALUPE VICTORIA
NICOLAS BRAVO
BENITO JUAREZ GARCIA
SOR JUANA INES DE LA CRUZ
JOSE MARIA PINO SUAREZ
TELESECUNDARIA 502 NIÑOS HEROES
IGNACIO ZARAGOZA
JOSEFA ORTIZ DE DOMINGUEZ
SIMON BOLIVAR
VALENTIN GOMEZ FARIAS
"JARDIN           DE           NIÑOS           COMUNITARIO
INDEPENDENCIA"
"PRIMARIA          COMUNITARIA          VENUSTIANO
CARRANZA"
CARRILLO PUERTO
ZACARIAS AVENDAÑO
TELESECUNDARIA 1276 ARMONIA UNIVERSAL
VICENTE GUERRERO
PREESCOLAR CONAFE INDIGENA
LAZARO CARDENAS DEL RIO
"JARDIN   DE   NIÑOS   COMUNITARIO   FRANCISCO
GONZALEZ BOCANEGRA"
"PRIMARIA    COMUNITARIA    ROSAURA    ZAPATA
CANO"
EL AGRARISTA
"PRIMARIA   COMUNITARIA    INDIGENA   ANGELA
PERALTA"
"JARDIN  DE  NIÑOS  COMUNITARIO  INDIGENA  20
DE NOVIEMBRE"
ANTONIO VERA GUILLEN
AMADO NERVO
JARDIN DE NIÑOS COMUNITARIO 5 DE MAYO
VALENTIN GOMEZ FARIAS
MIGUEL HIDALGO Y COSTILLA
MARIANO ESCOBEDO
PREESCOLAR CONAFE
PRIMARIA CONAFE
PREESCOLAR CONAFE INDIGENA
PRIMARIA CONAFE
GUADALUPE VICTORIA
ABELARDO L. RODRIGUEZ
NIÑOS HEROES
ROSARIO CASTELLANOS FIGUEROA
SECUNDARIA CONAFE INDÍGENA
ALEJANDRO DUMAS
AGUSTIN YANEZ
PRESIDENTE JUAREZ
JARDIN DE NIÑOS COMUNITARIO LA PATRIA
PRIMARIA COMUNITARIA CAMILO PINTADO
FRANCISCO VILLA
"JARDIN   DE   NIÑOS   COMUNITARIO   EDUARDO
JAVIER ALBORES"
BELISARIO DOMINGUEZ PALENCIA
JACOBO PIMENTEL SARMIENTO
"CENTRO DE ASISTENCIA INFANTIL COMUNITARIO
MUNDO MAGICO"
JUAN SEBASTIAN BACH
DR. BELISARIO DOMINGUEZ PALENCIA
VENUSTIANO CARRANZA
MARIANO MATAMOROS
LEONA VICARIO DE QUINTANA
PREESCOLAR CONAFE
PRIMARIA CONAFE
PREESCOLAR CONAFE
NIÑOS HEROES
LUIS DONALDO COLOSIO MURRIETA
PREESCOLAR CONAFE INDIGENA
CHIMALPOPOCA
PRIMARIA CONAFE
SECUNDARIA COMUNITARIA
PREESCOLAR CONAFE
MIGUEL HIDALGO Y COSTILLA
PRIMARIA CONAFE
PRIMARIA CONAFE
PRIMARIA CONAFE
PREESCOLAR CONAFE
GUADALUPE VICTORIA
PRIMARIA CONAFE
PRIMARIA CONAFE
SECUNDARIA CONAFE
PRIMARIA CONAFE
PRIMARIA CONAFE
JOSE MARIA MORELOS Y PAVON
PRIMARIA CONAFE
PREESCOLAR CONAFE
PREESCOLAR CONAFE
PRIMARIA CONAFE
PRIMARIA CONAFE
PREESCOLAR CONAFE
SIMON BOLIVAR
PRIMARIA CONAFE
PREESCOLAR CONAFE
PRIMARIA CONAFE
PREESCOLAR CONAFE
EMILIANO ZAPATA SALAZAR
PREESCOLAR CONAFE
PRIMARIA CONAFE
PREESCOLAR CONAFE
PRIMARIA CONAFE
PRIMARIA CONAFE
PREESCOLAR CONAFE
PRIMARIA CONAFE
JOSE MARTI
PREESCOLAR CONAFE
PRIMARIA CONAFE
PREESCOLAR CONAFE
IGNACIO JOSE DE ALLENDE Y UNZAGA
5 DE MAYO
JOSE VASCONCELOS CALDERON
PREESCOLAR CONAFE
PRIMARIA CONAFE
PRIMARIA CONAFE
MANUEL AVILA CAMACHO
PREESCOLAR CONAFE INDIGENA
CUAUHTEMOC
JOSEFA ORTIZ DE DOMINGUEZ
TELESECUNDARIA 1457 FRANCISCO I MADERO
MARIA ADELINA FLORES MORALES
AGUSTIN DE ITURBIDE ARAMBURA
PREESCOLAR CONAFE INDIGENA
SANTOS DEGOLLADO
TELESECUNDARIA 1264 AMADO NERVO
PREESCOLAR CONAFE
PRIMARIA CONAFE INDIGENA
PRIMARIA CONAFE INDIGENA
TELESECUNDARIA 868 MARIANO AZUELA
EMILIO ARAUJO Y ARAUJO
NIÑO ARTILLERO
PRIMARIA CONAFE
PREESCOLAR CONAFE
CUITLAHUAC
PRIMARIA CONAFE INDIGENA
PREESCOLAR CONAFE INDIGENA
PRIMARIA CONAFE
PRIMARIA CONAFE
LEONA VICARIO
PRIMARIA CONAFE
PREESCOLAR CONAFE
PRIMARIA CONAFE
AGUSTIN MELGAR
PRIMARIA CONAFE
PRIMARIA CONAFE
PRIMARIA CONAFE
PRIMARIA CONAFE
PRIMARIA CONAFE
PREESCOLAR CONAFE
PRIMARIA CONAFE
PRIMARIA CONAFE
PREESCOLAR CONAFE
PREESCOLAR CONAFE
SECUNDARIA CONAFE
PREESCOLAR CONAFE
PRIMARIA CONAFE
07KTV0079L
20 DE NOVIEMBRE
PREESCOLAR CONAFE
PRIMARIA CONAFE
PREESCOLAR CONAFE
SECUNDARIA CONAFE
PRIMARIA CONAFE
PREESCOLAR CONAFE
SECUNDARIA COMUNITARIA
PRIMARIA CONAFE
PRIMARIA CONAFE
PRIMARIA CONAFE
JOSE VASCONCELOS CALDERON
PRIMARIA CONAFE
PREESCOLAR CONAFE
PRIMARIA CONAFE
PRIMARIA CONAFE
SECUNDARIA CONAFE
PRIMARIA CONAFE
PRIMARIA CONAFE
SECUNDARIA COMUNITARIA
PRIMARIA CONAFE
PRIMARIA CONAFE
PREESCOLAR CONAFE
PRIMARIA CONAFE
ROSARIO CASTELLANOS FIGUEROA
SECUNDARIA COMUNITARIA
ROSARIO CASTELLANOS FIGUEROA
PREESCOLAR CONAFE
PRIMARIA COMUNITARIA INDIGENA
SECUNDARIA CONAFE
PRIMARIA COMUNITARIA FRANCISCO J. MUJICA
PRIMARIA CONAFE
CUAUHTEMOC
PRIMARIA CONAFE
FERNANDO MONTES DE OCA
PRIMARIA CONAFE
PREESCOLAR CONAFE
12 DE OCTUBRE
PRIMARIA CONAFE
PREESCOLAR CONAFE
PRIMARIA CONAFE
PREESCOLAR COMUNITARIO
PRIMARIA CONAFE
PRIMARIA CONAFE
PREESCOLAR CONAFE
TIERRA Y LIBERTAD
PRIMARIA CONAFE
PREESCOLAR CONAFE
SECUNDARIA CONAFE
JUSTO SIERRA MENDEZ
JUAN ESCUTIA
OCTAVIO PAZ LOZANO
PRIMARIA CONAFE
"TELESECUNDARIA     1019     EMILIANO     ZAPATA
SALAZAR"
MARGARITA MAZA DE JUAREZ
PREESCOLAR CONAFE
12 DE OCTUBRE
PREESCOLAR CONAFE
JARDIN DE NIÑOS NUEVA ESPERANZA
"TELESECUNDARIA  1293  ORGANIZACION  DE  LAS
NACIONES UNIDAS"
GABRIELA MISTRAL
PRIMARIA CONAFE
PREESCOLAR CONAFE
ISMAEL MENDOZA SANCHEZ
"TELESECUNDARIA 1053 JOSE MARIA MORELOS Y
PAVON"
JOSE VASCONCELOS CALDERON
PRIMARIA CONAFE
PREESCOLAR CONAFE
VICENTE GUERRERO
MIGUEL HIDALGO Y COSTILLA
TELESECUNDARIA 1442 NIÑOS HEROES
BELISARIO DOMINGUEZ PALENCIA
3 DE MARZO
JUAN ALDAMA
PRIMARIA CONAFE
PRIMARIA CONAFE
JARDIN DE NIÑOS COMUNITARIO
PRIMARIA COMUNITARIA INDIGENA
PLAN DE AYUTLA
FRAY MATIAS DE CORDOVA Y ORDOÑEZ
LUIS DONALDO COLOSIO MURRIETA
PREESCOLAR CONAFE INDIGENA
PRIMARIA CONAFE INDIGENA
JOSE ANGEL CENICERO
TIERRA Y LIBERTAD
LA LIBERTAD
TELESECUNDARIA 1484 IGNACIO ALLENDE
NIÑOS HEROES
PREESCOLAR CONAFE INDIGENA
ROSARIO CASTELLANOS FIGUEROA
JOSE VASCONCELOS CALDERON
20 DE NOVIEMBRE
"TELESECUNDARIA  1306  ROSARIO  CASTELLANOS
FIGUEROA"
PREESCOLAR CONAFE INDIGENA
PREESCOLAR CONAFE INDIGENA
PRIMARIA CONAFE INDIGENA
"TELESECUNDARIA  1252  GUILLERMO  GONZALEZ
CAMARENA"
VICENTE SUAREZ
PREESCOLAR CONAFE INDIGENA
ADOLFO LOPEZ MATEOS
LAZARO CARDENAS DEL RIO
PRIMARIA CONAFE INDIGENA
"CENTRO DE ASISTENCIA INFANTIL COMUNITARIO
MI PEQUEñO HOGAR"
ALVARO OBREGON
MARIA DEL CARMEN SERDAN ALATRISTE
PRIMARIA CONAFE INDIGENA
LUZ DEL SABER
TELESECUNDARIA 1269 VICENTE GUERRERO
TELESECUNDARIA 1485 NIÑOS HEROES
JOSEFA ORTIZ DE DOMINGUEZ
PREESCOLAR CONAFE INDIGENA
JAIME SABINES GUTIERREZ
LOS NIÑOS HEROES
PREESCOLAR CONAFE INDIGENA
ALFONSO REYES
PREESCOLAR CONAFE INDIGENA
PREESCOLAR CONAFE INDIGENA
BELISARIO DOMINGUEZ PALENCIA
PRIMARIA CONAFE INDIGENA
PRIMARIA COMUNITARIA LEYES DE REFORMA
PREESCOLAR CONAFE INDIGENA
PRIMARIA CONAFE INDIGENA
FRANCISCO VILLA
GUADALUPE VICTORIA
PREESCOLAR CONAFE INDIGENA
RUBEN JARAMILLO
EMILIANO ZAPATA SALAZAR
LAZARO CARDENAS DEL RIO
PREESCOLAR CONAFE INDIGENA
"PRIMARIA      COMUNITARIA      RAMON      LOPEZ
VELARDE"
"PRIMARIA       COMUNITARIA       MARTIN       LUIS
GUZMAN"
TELESECUNDARIA 1277 FRANCISCO JAVIER MINA
FRANCISCO INDALECIO MADERO
OCTAVIO PAZ LOZANO
"JARDIN  DE  NIÑOS  COMUNITARIO  MARGARITA
MAZA DE JUAREZ"
"PRIMARIA COMUNITARIA FRANCISCO GONZALEZ
BOCANEGRA"
ROSARIO CASTELLANOS FIGUEROA
JOSE MARIA PINO SUAREZ
JUAN DE LA BARRERA
MARGARITA MAZA DE JUAREZ
VICENTE GUERRERO
"PRIMARIA      COMUNITARIA      JAIME      SABINES
GUTIERREZ"
"JARDIN   DE   NIÑOS   COMUNITARIO   FRANCISCO
INDALECIO MADERO"
MARGARITA MAZA DE JUAREZ
MIGUEL HIDALGO Y COSTILLA
BENITO JUAREZ GARCIA
BENITO JUAREZ GARCIA
"PRIMARIA COMUNITARIA SOR JUANA INES DE LA
CRUZ"
PRIMARIA CONAFE
DIEGO RIVERA
PRIMARIA CONAFE
"TELESECUNDARIA  704  LAZARO  CARDENAS  DEL
RIO"
IGNACIO JOSE DE ALLENDE Y UNZAGA
CUAUHTEMOC
EL PIPILA
PRIMARIA CONAFE
TELESECUNDARIA 1309 OCTAVIO PAZ
"TELESECUNDARIA 1088 MARIANO NICOLAS RUIZ
SUASNAVAR"
JARDIN DE NIÑOS COMUNITARIO
5 DE FEBRERO
PREESCOLAR COMUNITARIO
NIÑOS HEROES
JAVIER MINA
GABRIELA MISTRAL
5 DE FEBRERO
PRIMARIA CONAFE
BENITO JUAREZ GARCIA
PLUTARCO ELIAS CALLES
12 DE OCTUBRE
PRIMARIA CONAFE
PREESCOLAR CONAFE
GABRIELA MISTRAL
TELESECUNDARIA 083 JULIAN GRAJALES
JUAN ESCUTIA
"TELESECUNDARIA     1289     EMILIANO     ZAPATA
SALAZAR"
MARCOS ENRIQUE BECERRA
DR. MANUEL GAMIO
PREESCOLAR CONAFE
PREESCOLAR CONAFE
PRIMARIA CONAFE
DR. BELISARIO DOMINGUEZ PALENCIA
PRIMARIA COMUNITARIA TENOCHTITLAN
21 DE MARZO
PREESCOLAR CONAFE
PREESCOLAR CONAFE
PRESIDENTE CARDENAS
PRIMARIA CONAFE
PREESCOLAR CONAFE
ARQUIMEDES
PRIMARIA CONAFE
MIGUEL HIDALGO Y COSTILLA
PREESCOLAR CONAFE
PASCUAL ORTIZ RUBIO
IGNACIO RAMIREZ CALZADA
"TELESECUNDARIA  1271  ROSARIO  CASTELLANOS
FIGUEROA"
DIEGO RIVERA
ANGEL ALBINO CORZO
BALUN CANAN
"TELESECUNDARIA      1259      RICARDO      FLORES
MAGON"
TIERRA Y LIBERTAD
PRIMARIA CONAFE INDIGENA
CONCIENCIA SOCIAL
NARCISO MENDOZA
ARTICULO 27
PAZ Y PROGRESO
"TELESECUNDARIA  1464  LAZARO  CARDENAS  DEL
RIO"
MIGUEL HIDALGO Y COSTILLA
LAZARO CARDENAS DEL RIO
"TELESECUNDARIA     1194     IGNACIO     JOSE     DE
ALLENDE"
IGNACIO MANUEL ALTAMIRANO
IGNACIO ZARAGOZA
SIMON BOLIVAR
VICENTE GUERRERO
GREGORIO TORRES QUINTERO
JOSEFA ORTIZ DE DOMINGUEZ
TELESECUNDARIA 812 JUSTO SIERRA MENDEZ
VICENTE GUERRERO
OCTAVIO PAZ LOZANO
JOSE MARIA MORELOS Y PAVON
"TELESECUNDARIA  1089  MARGARITA  MAZA  DE
JUAREZ"
MI PATRIA
PREESCOLAR CONAFE
DR. BELISARIO DOMINGUEZ PALENCIA
14 DE SEPTIEMBRE
VICENTE GUERRERO
LEONA VICARIO
IGNACIO RAMIREZ CALZADA
BELISARIO DOMINGUEZ PALENCIA
LAS AMERICAS
ROSARIO CASTELLANOS FIGUEROA
AGUILA QUE CAE
"TELESECUNDARIA     1385     FRAY     MATIAS     DE
CORDOVA Y ORDOÑEZ"
PREESCOLAR CONAFE
16 DE SEPTIEMBRE
IGNACIO ZARAGOZA
PRIMARIA CONAFE
PRIMARIA COMUNITARIA 12 DE OCTUBRE
PREESCOLAR CONAFE INDIGENA
PRIMARIA CONAFE
JUSTO SIERRA MENDEZ
MOCTEZUMA
PREESCOLAR CONAFE
TELESECUNDARIA 146 BLANCA LIDYA TREJO
MANUEL ACUÑA
IGNACIO ALDAMA
JUSTICIA SOCIAL
PRIMARIA CONAFE
PRIMARIA CONAFE
TELESECUNDARIA 1500 LEON TOLSTOI
SECUNDARIA COMUNITARIA
PREESCOLAR CONAFE
CARLOS PELLICER CAMARA
CUITLAHUAC
ANGELA PERALTA
LOS NIÑOS HEROES
JUAN DE LA BARRERA
PREESCOLAR CONAFE
IGNACIO ALLENDE
GUADALUPE VICTORIA
MANUEL GAMIO
BELISARIO DOMINGUEZ PALENCIA
"TELESECUNDARIA     926     JOSE     VASCONCELOS
CALDERON"
LA PATRIA
PRIMARIA CONAFE
"TELESECUNDARIA    1386    JOSE    VASCONCELOS
CALDERON"
JOSEFA ORTIZ DE DOMINGUEZ
TELESECUNDARIA 343 JAIME TORRES BODET
JUSTICIA SOCIAL
PREESCOLAR CONAFE
SECUNDARIA CONAFE
NIÑOS HEROES
PRIMARIA CONAFE
24 DE FEBRERO
"TELESECUNDARIA 1202 JOSE MARIA MORELOS Y
PAVON"
PREESCOLAR CONAFE
PRIMARIA CONAFE
SECUNDARIA COMUNITARIA
JUSTICIA SOCIAL
PLAN DE AYALA
PREESCOLAR CONAFE
PREESCOLAR CONAFE INDIGENA
TELPOCHCALLI
MELCHOR OCAMPO
BANDERA DE MEXICO
PREESCOLAR CONAFE
"TELESECUNDARIA       1087       JAIME       SABINES
GUTIERREZ"
SECUNDARIA COMUNITARIA
DOROTEO ARANGO
PRIMARIA CONAFE
VICENTE SUAREZ
CUAUHTEMOC
LAZARO CARDENAS DEL RIO
MEXICO
NIÑOS HEROES
PRIMARIA CONAFE
ROSARIO CASTELLANOS FIGUEROA
IGNACIO MANUEL ALTAMIRANO
PRIMARIA CONAFE
PRIMARIA CONAFE
AGUSTIN LARA
MOCTEZUMA
"TELESECUNDARIA       871        EMILIO       RABASA
ESTEBANELL"
PRIMARIA CONAFE
PRIMARIA CONAFE
PREESCOLAR CONAFE
PRIMARIA CONAFE
MANUEL ACUÑA
SOR JUANA INES DE LA CRUZ
LA CORREGIDORA
PRIMARIA CONAFE
"TELESECUNDARIA      973      CESAR      CARRIZALES
RETAMOZA"
PRIMARIA CONAFE
"TELESECUNDARIA   752   BELISARIO   DOMINGUEZ
PALENCIA"
PRIMARIA CONAFE
PRIMARIA CONAFE
SECUNDARIA CONAFE
PREESCOLAR CONAFE
PREESCOLAR CONAFE
GENERAL ALVARO OBREGON
PRIMARIA CONAFE
JUAN ENRIQUE PESTALOZZI
JUAN ALDAMA
CUAUHTEMOC
TELESECUNDARIA 1345 PUERTO JATATE
LA PATRIA ES PRIMERO
VICENTE GUERRERO
TELESECUNDARIA 1420 BENITO JUAREZ GARCIA
SECUNDARIA COMUNITARIA
MIGUEL HIDALGO Y COSTILLA
JOSEFA ORTIZ DE DOMINGUEZ
PRIMARIA CONAFE
SECUNDARIA COMUNITARIA
EMILIANO ZAPATA SALAZAR
MARTIRES DE CHIAPAS
PRIMARIA COMUNITARIA 16 DE SEPTIEMBRE
"JARDIN   DE   NIÑOS   COMUNITARIO   JUANA   DE
ASBAJE"
IGNACIO JOSE DE ALLENDE Y UNZAGA
RAFAEL RAMIREZ CASTAÑEDA
"TELESECUNDARIA      1286      JUAN      FRANCISCO
ESCUTIA"
HIDALGO
MARIANO MATAMOROS
PREESCOLAR CONAFE
NETZAHUALCOYOTL
CUITLAHUAC
PRIMARIA CONAFE
REVOLUCION MEXICANA
PRIMARIA CONAFE
"JARDIN   DE   NIÑOS   COMUNITARIO   FRANCISCO
MARQUEZ"
PRIMARIA COMUNITARIA SAN JUAN
PREESCOLAR CONAFE
LIC. MANUEL LARRAINZAR
EL PIPILA
TELESECUNDARIA 1219 JUSTO SIERRA MENDEZ
LA PATRIA
MEXICO
"JARDIN   DE   NIÑOS   COMUNITARIO   FRANCISCO
GONZALEZ BOCANEGRA"
"PRIMARIA  COMUNITARIA  FERNANDO  MONTES
DE OCA"
"TELESECUNDARIA    1164    JOSE    MARIA    PINO
SUAREZ"
CUAUHTEMOC
AMADO NERVO
PREESCOLAR CONAFE
PREESCOLAR CONAFE
PRIMARIA CONAFE
LAS MARGARITAS
JUAN ESCUTIA
16 DE SEPTIEMBRE
